2022-03-21 10:24:19.489642: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcuda.so.1
2022-03-21 10:24:19.523850: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1618] Found device 0 with properties: 
name: Quadro RTX 4000 major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:21:00.0
2022-03-21 10:24:19.523987: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudart.so.10.0'; dlerror: libcudart.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524039: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcublas.so.10.0'; dlerror: libcublas.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524083: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcufft.so.10.0'; dlerror: libcufft.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524129: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcurand.so.10.0'; dlerror: libcurand.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524176: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcusolver.so.10.0'; dlerror: libcusolver.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524277: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcusparse.so.10.0'; dlerror: libcusparse.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524405: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudnn.so.7'; dlerror: libcudnn.so.7: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524418: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1641] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2022-03-21 10:24:19.524897: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2022-03-21 10:24:19.541295: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2350000000 Hz
2022-03-21 10:24:19.549642: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x56496350a000 executing computations on platform Host. Devices:
2022-03-21 10:24:19.549703: I tensorflow/compiler/xla/service/service.cc:175]   StreamExecutor device (0): Host, Default Version
2022-03-21 10:24:19.714415: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x56496356d830 executing computations on platform CUDA. Devices:
2022-03-21 10:24:19.714486: I tensorflow/compiler/xla/service/service.cc:175]   StreamExecutor device (0): Quadro RTX 4000, Compute Capability 7.5
2022-03-21 10:24:19.714694: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1159] Device interconnect StreamExecutor with strength 1 edge matrix:
2022-03-21 10:24:19.714707: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1165]      
---------------------------------------------------------------
Program developed by Vinicius L S Silva (vs1819) - 14.04.2021
---------------------------------------------------------------
weight_pod:  tf.Tensor(
[5.56196868e-01 2.03024685e-01 8.77208859e-02 4.96064164e-02
 4.05909568e-02 1.79590061e-02 1.43773295e-02 1.33153498e-02
 4.74109687e-03 3.75490240e-03 3.47938458e-03 2.55672471e-03
 1.36965106e-03 9.87468055e-04 3.19285289e-04], shape=(15,), dtype=float32)

weight_R0_p:  tf.Tensor([0.005 0.005], shape=(2,), dtype=float32)

weight_R0_da:  tf.Tensor([5.e-05 5.e-05], shape=(2,), dtype=float32)

weight_obs tf.Tensor(0.00027777778, shape=(), dtype=float32)

weight_reg tf.Tensor(1e-04, shape=(), dtype=float32)


Iteration 0: forward and backward
Weight_R0:  0.005
-- Forward March --
Initial point losses: 
0:  ['2.15e-02', '4.72e-04', '2.10e-02', '2.52e-06', '6.02e-05']
Loss iteration 55: ['1.05e-03', '8.98e-04', '3.59e-06', '1.52e-04', '0.00e+00'] - 6s
Loss iteration 56: ['1.16e-03', '1.00e-03', '6.75e-06', '1.50e-04', '0.00e+00'] - 6s
Loss iteration 57: ['8.14e-04', '6.53e-04', '1.15e-05', '1.49e-04', '1.90e-02'] - 6s
Loss iteration 58: ['1.26e-03', '1.09e-03', '1.20e-05', '1.49e-04', '1.61e-02'] - 6s
Loss iteration 59: ['1.47e-03', '1.31e-03', '1.42e-05', '1.50e-04', '1.45e-02'] - 2s
Loss iteration 60: ['1.34e-03', '1.18e-03', '1.08e-05', '1.51e-04', '1.43e-02'] - 6s
Loss iteration 61: ['8.08e-04', '6.51e-04', '6.50e-06', '1.51e-04', '1.42e-02'] - 1s
Loss iteration 62: ['1.15e-03', '9.91e-04', '9.59e-06', '1.51e-04', '1.23e-02'] - 2s
Loss iteration 63: ['1.13e-03', '9.75e-04', '7.81e-06', '1.51e-04', '1.01e-02'] - 6s
Loss iteration 64: ['9.28e-04', '7.66e-04', '1.11e-05', '1.51e-04', '2.05e-02'] - 1s
Loss iteration 65: ['1.20e-03', '1.03e-03', '1.66e-05', '1.51e-04', '1.26e-02'] - 2s
Loss iteration 66: ['7.21e-04', '5.58e-04', '1.06e-05', '1.52e-04', '0.00e+00'] - 2s
Loss iteration 67: ['9.96e-04', '8.21e-04', '2.33e-05', '1.52e-04', '0.00e+00'] - 2s
Loss iteration 68: ['8.01e-04', '6.16e-04', '3.30e-05', '1.53e-04', '0.00e+00'] - 2s
Loss iteration 69: ['1.47e-03', '1.28e-03', '3.45e-05', '1.53e-04', '0.00e+00'] - 6s
Loss iteration 70: ['1.92e-03', '1.74e-03', '2.72e-05', '1.54e-04', '0.00e+00'] - 4s
Loss iteration 71: ['1.13e-03', '9.59e-04', '1.66e-05', '1.54e-04', '0.00e+00'] - 2s
Loss iteration 72: ['8.44e-04', '6.80e-04', '1.17e-05', '1.53e-04', '0.00e+00'] - 6s
Loss iteration 73: ['1.24e-03', '1.06e-03', '2.64e-05', '1.53e-04', '0.00e+00'] - 2s
Loss iteration 74: ['1.26e-03', '1.08e-03', '3.12e-05', '1.53e-04', '0.00e+00'] - 2s
Loss iteration 75: ['1.43e-03', '1.24e-03', '3.57e-05', '1.53e-04', '0.00e+00'] - 2s
Loss iteration 76: ['1.05e-03', '8.40e-04', '5.99e-05', '1.53e-04', '0.00e+00'] - 2s
Loss iteration 77: ['1.33e-03', '1.12e-03', '6.60e-05', '1.54e-04', '0.00e+00'] - 6s
Loss iteration 78: ['1.92e-03', '1.67e-03', '9.09e-05', '1.54e-04', '5.24e-02'] - 2s
Loss iteration 79: ['1.37e-03', '9.70e-04', '2.47e-04', '1.55e-04', '6.05e-02'] - 2s
Loss iteration 80: ['1.76e-03', '1.37e-03', '2.35e-04', '1.60e-04', '6.12e-02'] - 7s
Loss iteration 81: ['2.30e-03', '2.01e-03', '1.24e-04', '1.60e-04', '7.09e-02'] - 6s
Loss iteration 82: ['1.38e-03', '1.19e-03', '2.40e-05', '1.61e-04', '5.99e-02'] - 6s
Loss iteration 83: ['1.11e-03', '9.20e-04', '3.06e-05', '1.61e-04', '6.26e-02'] - 2s
Loss iteration 84: ['1.69e-03', '1.49e-03', '3.98e-05', '1.62e-04', '6.16e-02'] - 3s
Loss iteration 85: ['1.48e-03', '1.25e-03', '6.66e-05', '1.62e-04', '6.71e-02'] - 2s
Loss iteration 86: ['1.34e-03', '1.15e-03', '3.18e-05', '1.62e-04', '5.00e-02'] - 2s
Loss iteration 87: ['1.46e-03', '1.20e-03', '1.04e-04', '1.62e-04', '0.00e+00'] - 1s
Loss iteration 88: ['1.43e-03', '1.15e-03', '1.13e-04', '1.63e-04', '0.00e+00'] - 2s
Loss iteration 89: ['1.25e-03', '9.25e-04', '1.65e-04', '1.63e-04', '0.00e+00'] - 2s
Loss iteration 90: ['1.51e-03', '1.02e-03', '3.21e-04', '1.64e-04', '0.00e+00'] - 4s
Loss iteration 91: ['2.01e-03', '1.49e-03', '3.53e-04', '1.65e-04', '0.00e+00'] - 2s
Loss iteration 92: ['2.20e-03', '1.84e-03', '1.97e-04', '1.67e-04', '0.00e+00'] - 6s
Loss iteration 93: ['1.28e-03', '1.07e-03', '3.62e-05', '1.67e-04', '0.00e+00'] - 2s
Loss iteration 94: ['1.65e-03', '1.41e-03', '7.79e-05', '1.69e-04', '0.00e+00'] - 7s
Loss iteration 95: ['1.50e-03', '1.21e-03', '1.13e-04', '1.70e-04', '0.00e+00'] - 6s
Loss iteration 96: ['1.65e-03', '1.40e-03', '7.81e-05', '1.71e-04', '0.00e+00'] - 6s
Loss iteration 97: ['1.35e-03', '1.12e-03', '5.08e-05', '1.71e-04', '0.00e+00'] - 6s
Loss iteration 98: ['1.44e-03', '1.13e-03', '1.37e-04', '1.72e-04', '0.00e+00'] - 1s
Loss iteration 99: ['1.32e-03', '1.02e-03', '1.25e-04', '1.73e-04', '0.00e+00'] - 2s
Loss iteration 100: ['1.00e-03', '6.61e-04', '1.69e-04', '1.75e-04', '1.53e-01'] - 5s
Loss iteration 101: ['2.03e-03', '1.50e-03', '3.51e-04', '1.77e-04', '1.58e-01'] - 5s
Loss iteration 102: ['2.19e-03', '1.67e-03', '3.40e-04', '1.77e-04', '1.80e-01'] - 2s
Loss iteration 103: ['1.83e-03', '1.43e-03', '2.19e-04', '1.77e-04', '1.73e-01'] - 1s
Loss iteration 104: ['1.49e-03', '1.23e-03', '8.21e-05', '1.77e-04', '1.55e-01'] - 2s
Loss iteration 105: ['1.64e-03', '1.32e-03', '1.36e-04', '1.78e-04', '1.61e-01'] - 6s
Loss iteration 106: ['1.97e-03', '1.69e-03', '1.00e-04', '1.79e-04', '1.39e-01'] - 2s
Loss iteration 107: ['1.99e-03', '1.70e-03', '1.08e-04', '1.79e-04', '1.60e-01'] - 1s
Loss iteration 108: ['1.41e-03', '1.11e-03', '1.22e-04', '1.80e-04', '1.73e-01'] - 6s
Loss iteration 109: ['1.89e-03', '1.48e-03', '2.28e-04', '1.81e-04', '0.00e+00'] - 1s
Loss iteration 110: ['1.69e-03', '1.30e-03', '2.09e-04', '1.82e-04', '0.00e+00'] - 1s
Loss iteration 111: ['1.77e-03', '1.38e-03', '1.97e-04', '1.85e-04', '0.00e+00'] - 6s
Loss iteration 112: ['2.01e-03', '1.50e-03', '3.24e-04', '1.90e-04', '0.00e+00'] - 6s
Loss iteration 113: ['1.99e-03', '1.56e-03', '2.36e-04', '1.92e-04', '0.00e+00'] - 6s
Loss iteration 114: ['1.63e-03', '1.22e-03', '2.18e-04', '1.94e-04', '0.00e+00'] - 6s
Loss iteration 115: ['1.79e-03', '1.46e-03', '1.29e-04', '1.93e-04', '0.00e+00'] - 1s
Loss iteration 116: ['1.94e-03', '1.54e-03', '1.99e-04', '1.93e-04', '0.00e+00'] - 1s
Loss iteration 117: ['1.86e-03', '1.53e-03', '1.41e-04', '1.94e-04', '0.00e+00'] - 2s
Loss iteration 118: ['1.97e-03', '1.61e-03', '1.58e-04', '1.95e-04', '0.00e+00'] - 1s
Loss iteration 119: ['2.09e-03', '1.67e-03', '2.21e-04', '1.96e-04', '0.00e+00'] - 1s
Loss iteration 120: ['2.68e-03', '2.23e-03', '2.46e-04', '1.97e-04', '0.00e+00'] - 2s
Loss iteration 121: ['2.73e-03', '2.26e-03', '2.70e-04', '1.98e-04', '0.00e+00'] - 1s
Loss iteration 122: ['2.96e-03', '2.54e-03', '2.28e-04', '1.96e-04', '3.21e-01'] - 1s
Loss iteration 123: ['4.16e-03', '3.66e-03', '3.02e-04', '1.99e-04', '3.40e-01'] - 7s
Loss iteration 124: ['2.94e-03', '2.45e-03', '2.87e-04', '2.00e-04', '3.35e-01'] - 4s
Loss iteration 125: ['1.92e-03', '1.47e-03', '2.52e-04', '2.00e-04', '3.06e-01'] - 3s
Loss iteration 126: ['2.48e-03', '2.05e-03', '2.28e-04', '2.00e-04', '2.92e-01'] - 2s
Loss iteration 127: ['2.26e-03', '1.81e-03', '2.53e-04', '1.99e-04', '3.19e-01'] - 2s
Loss iteration 128: ['2.69e-03', '2.22e-03', '2.78e-04', '2.00e-04', '3.40e-01'] - 2s
Loss iteration 129: ['2.08e-03', '1.59e-03', '2.90e-04', '2.01e-04', '3.14e-01'] - 2s
Loss iteration 130: ['2.34e-03', '1.78e-03', '3.59e-04', '2.03e-04', '3.04e-01'] - 2s
Loss iteration 131: ['3.21e-03', '2.65e-03', '3.47e-04', '2.08e-04', '0.00e+00'] - 6s
Loss iteration 132: ['2.77e-03', '2.25e-03', '3.07e-04', '2.12e-04', '0.00e+00'] - 6s
Loss iteration 133: ['3.70e-03', '3.19e-03', '3.03e-04', '2.10e-04', '0.00e+00'] - 2s
Loss iteration 134: ['3.68e-03', '3.17e-03', '3.01e-04', '2.10e-04', '0.00e+00'] - 2s
Loss iteration 135: ['3.47e-03', '2.79e-03', '4.63e-04', '2.15e-04', '0.00e+00'] - 6s
Loss iteration 136: ['2.10e-03', '1.53e-03', '3.61e-04', '2.14e-04', '0.00e+00'] - 2s
Loss iteration 137: ['2.17e-03', '1.57e-03', '3.89e-04', '2.15e-04', '0.00e+00'] - 7s
Loss iteration 138: ['2.16e-03', '1.55e-03', '3.96e-04', '2.14e-04', '0.00e+00'] - 2s
Loss iteration 139: ['2.46e-03', '1.80e-03', '4.48e-04', '2.15e-04', '0.00e+00'] - 2s
Loss iteration 140: ['2.07e-03', '1.35e-03', '5.04e-04', '2.17e-04', '0.00e+00'] - 2s
Loss iteration 141: ['2.07e-03', '1.37e-03', '4.88e-04', '2.20e-04', '0.00e+00'] - 2s
Loss iteration 142: ['2.54e-03', '1.85e-03', '4.75e-04', '2.21e-04', '0.00e+00'] - 2s
Loss iteration 143: ['3.03e-03', '2.41e-03', '3.95e-04', '2.22e-04', '0.00e+00'] - 2s
Loss iteration 144: ['2.51e-03', '1.85e-03', '4.38e-04', '2.23e-04', '0.00e+00'] - 8s
Loss iteration 145: ['2.06e-03', '1.37e-03', '4.65e-04', '2.22e-04', '0.00e+00'] - 2s
Loss iteration 146: ['3.05e-03', '2.13e-03', '6.98e-04', '2.26e-04', '0.00e+00'] - 7s
Loss iteration 147: ['2.20e-03', '1.41e-03', '5.59e-04', '2.25e-04', '0.00e+00'] - 2s
Loss iteration 148: ['1.98e-03', '1.19e-03', '5.73e-04', '2.23e-04', '0.00e+00'] - 2s
Loss iteration 149: ['2.05e-03', '1.30e-03', '5.32e-04', '2.23e-04', '0.00e+00'] - 2s
Loss iteration 150: ['2.67e-03', '1.88e-03', '5.68e-04', '2.22e-04', '0.00e+00'] - 4s
Loss iteration 151: ['2.14e-03', '1.31e-03', '6.05e-04', '2.22e-04', '0.00e+00'] - 8s
Loss iteration 152: ['2.14e-03', '1.37e-03', '5.39e-04', '2.24e-04', '0.00e+00'] - 2s
Loss iteration 153: ['2.06e-03', '1.29e-03', '5.39e-04', '2.26e-04', '0.00e+00'] - 2s
